Series ID,Series Title,Area Code,Area Level,Area Text,Occupation Code,Occupation Text,Job Characteristic Code,Job Characteristic Text,Work Level Code,Average Hourly Wage,Relative Standard Error
WMU00231041020000001500000008,Average hourly wage for computer and mathematical occupations,23104,Metro area,"Fort Worth-Arlington, TX Metropolitan Division",150000,Computer and Mathematical Occupations,0,All workers,8,32.09,2.2
WMU00334601020000001500000008,Average hourly wage for computer and mathematical occupations,33460,Metro area,"Minneapolis-St. Paul-Bloomington, MN-WI",150000,Computer and Mathematical Occupations,0,All workers,8,32.09,2.4
WMU38000021020000001500000008,Average hourly wage for computer and mathematical occupations,3800002,Nonmetro area,West Central North Dakota nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,32.09,4.8
WMU00221801020000001500002700,Average hourly wage for computer and mathematical occupations,22180,Metro area,"Fayetteville, NC",150000,Computer and Mathematical Occupations,27,Time-based pay,0,32.08,1.8
WMU00496601020000001500002400,Average hourly wage for computer and mathematical occupations,49660,Metro area,"Youngstown-Warren-Boardman, OH-PA",150000,Computer and Mathematical Occupations,24,Nonunion,0,32.07,2.9
WMU00294601020000001500002700,Average hourly wage for computer and mathematical occupations,29460,Metro area,"Lakeland-Winter Haven, FL",150000,Computer and Mathematical Occupations,27,Time-based pay,0,32.06,2.3
WMU00487001020000001500002400,Average hourly wage for computer and mathematical occupations,48700,Metro area,"Williamsport, PA",150000,Computer and Mathematical Occupations,24,Nonunion,0,32.04,4.9
WMU00139001020000001500000008,Average hourly wage for computer and mathematical occupations,13900,Metro area,"Bismarck, ND",150000,Computer and Mathematical Occupations,0,All workers,8,32.03,3.5
WMU00217801020000001500002400,Average hourly wage for computer and mathematical occupations,21780,Metro area,"Evansville, IN-KY",150000,Computer and Mathematical Occupations,24,Nonunion,0,32.03,1.3
WMU00457801020000001500002400,Average hourly wage for computer and mathematical occupations,45780,Metro area,"Toledo, OH",150000,Computer and Mathematical Occupations,24,Nonunion,0,32.02,3.8
WMU00209941020000001500000008,Average hourly wage for computer and mathematical occupations,20994,Metro area,"Elgin, IL Metropolitan Division",150000,Computer and Mathematical Occupations,0,All workers,8,32.01,3.6
WMU00125401020000001500000008,Average hourly wage for computer and mathematical occupations,12540,Metro area,"Bakersfield, CA",150000,Computer and Mathematical Occupations,0,All workers,8,31.99,6.8
WMU00367801020000001500002700,Average hourly wage for computer and mathematical occupations,36780,Metro area,"Oshkosh-Neenah, WI",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.99,2.9
WMU36000031020000001500002400,Average hourly wage for computer and mathematical occupations,3600003,Nonmetro area,Central New York nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,31.99,1.2
WMU00749501020000001500000008,Average hourly wage for computer and mathematical occupations,74950,Metro area,"Manchester, NH",150000,Computer and Mathematical Occupations,0,All workers,8,31.93,3.2
WMU00230601020000001500000008,Average hourly wage for computer and mathematical occupations,23060,Metro area,"Fort Wayne, IN",150000,Computer and Mathematical Occupations,0,All workers,8,31.89,5.5
WMU00243401020000001500002400,Average hourly wage for computer and mathematical occupations,24340,Metro area,"Grand Rapids-Wyoming, MI",150000,Computer and Mathematical Occupations,24,Nonunion,0,31.89,0.8
WMU06000051020000001500000008,Average hourly wage for computer and mathematical occupations,600005,Nonmetro area,Northern Mountains Region of California nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.87,8.9
WMU00294201020000001500002509,Average hourly wage for computer and mathematical occupations,29420,Metro area,"Lake Havasu City-Kingman, AZ",150000,Computer and Mathematical Occupations,25,Full-time,9,31.86,5.4
WMU00393801020000001500002500,Average hourly wage for computer and mathematical occupations,39380,Metro area,"Pueblo, CO",150000,Computer and Mathematical Occupations,25,Full-time,0,31.86,2.4
WMU00457801020000001500002700,Average hourly wage for computer and mathematical occupations,45780,Metro area,"Toledo, OH",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.85,3.8
WMU06000011020000001500000008,Average hourly wage for computer and mathematical occupations,600001,Nonmetro area,Mother Lode Region of California nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.85,7.8
WMU00133801020000001500002300,Average hourly wage for computer and mathematical occupations,13380,Metro area,"Bellingham, WA",150000,Computer and Mathematical Occupations,23,Union,0,31.84,7
WMU00294201020000001500000009,Average hourly wage for computer and mathematical occupations,29420,Metro area,"Lake Havasu City-Kingman, AZ",150000,Computer and Mathematical Occupations,0,All workers,9,31.84,5.4
WMU13000011020000001500002700,Average hourly wage for computer and mathematical occupations,1300001,Nonmetro area,North Georgia nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.84,2.7
WMU00229001020000001500000009,Average hourly wage for computer and mathematical occupations,22900,Metro area,"Fort Smith, AR-OK",150000,Computer and Mathematical Occupations,0,All workers,9,31.82,4.2
WMU00270601020000001500000007,Average hourly wage for computer and mathematical occupations,27060,Metro area,"Ithaca, NY",150000,Computer and Mathematical Occupations,0,All workers,7,31.82,7.3
WMU00266201020000001500000007,Average hourly wage for computer and mathematical occupations,26620,Metro area,"Huntsville, AL",150000,Computer and Mathematical Occupations,0,All workers,7,31.8,8.4
WMU00338601020000001500000007,Average hourly wage for computer and mathematical occupations,33860,Metro area,"Montgomery, AL",150000,Computer and Mathematical Occupations,0,All workers,7,31.8,7.8
WMU13000021020000001500000009,Average hourly wage for computer and mathematical occupations,1300002,Nonmetro area,Middle Georgia nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,9,31.8,3.5
WMU00112601020000001500000008,Average hourly wage for computer and mathematical occupations,11260,Metro area,"Anchorage, AK",150000,Computer and Mathematical Occupations,0,All workers,8,31.78,3.1
WMU00346201020000001500002400,Average hourly wage for computer and mathematical occupations,34620,Metro area,"Muncie, IN",150000,Computer and Mathematical Occupations,24,Nonunion,0,31.78,1.3
WMU00140201020000001500002400,Average hourly wage for computer and mathematical occupations,14020,Metro area,"Bloomington, IN",150000,Computer and Mathematical Occupations,24,Nonunion,0,31.76,3.4
WMU00296201020000001500000008,Average hourly wage for computer and mathematical occupations,29620,Metro area,"Lansing-East Lansing, MI",150000,Computer and Mathematical Occupations,0,All workers,8,31.76,5.3
WMU00109001020000001500002300,Average hourly wage for computer and mathematical occupations,10900,Metro area,"Allentown-Bethlehem-Easton, PA-NJ",150000,Computer and Mathematical Occupations,23,Union,0,31.75,5.5
WMU00435801020000001500000008,Average hourly wage for computer and mathematical occupations,43580,Metro area,"Sioux City, IA-NE-SD",150000,Computer and Mathematical Occupations,0,All workers,8,31.74,5.7
WMU49000011020000001500002600,Average hourly wage for computer and mathematical occupations,4900001,Nonmetro area,Wasatch Back nonmetropolitan area,150000,Computer and Mathematical Occupations,26,Part-time,0,31.74,26
WMU00245801020000001500002300,Average hourly wage for computer and mathematical occupations,24580,Metro area,"Green Bay, WI",150000,Computer and Mathematical Occupations,23,Union,0,31.73,10.1
WMU12000011020000001500000008,Average hourly wage for computer and mathematical occupations,1200001,Nonmetro area,Northwest Florida nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.73,5
WMU00378601020000001500000008,Average hourly wage for computer and mathematical occupations,37860,Metro area,"Pensacola-Ferry Pass-Brent, FL",150000,Computer and Mathematical Occupations,0,All workers,8,31.72,2.7
WMU39000041020000001500002300,Average hourly wage for computer and mathematical occupations,3900004,Nonmetro area,Southern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,31.72,11.1
WMU00165801020000001500000008,Average hourly wage for computer and mathematical occupations,16580,Metro area,"Champaign-Urbana, IL",150000,Computer and Mathematical Occupations,0,All workers,8,31.71,5.9
WMU55000031020000001500002400,Average hourly wage for computer and mathematical occupations,5500003,Nonmetro area,South Central Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,31.71,2.3
WMU00243401020000001500000008,Average hourly wage for computer and mathematical occupations,24340,Metro area,"Grand Rapids-Wyoming, MI",150000,Computer and Mathematical Occupations,0,All workers,8,31.7,4.6
WMU00243401020000001500002700,Average hourly wage for computer and mathematical occupations,24340,Metro area,"Grand Rapids-Wyoming, MI",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.7,0.8
WMU00345801020000001500002300,Average hourly wage for computer and mathematical occupations,34580,Metro area,"Mount Vernon-Anacortes, WA",150000,Computer and Mathematical Occupations,23,Union,0,31.68,5.9
WMU00361001020000001500002700,Average hourly wage for computer and mathematical occupations,36100,Metro area,"Ocala, FL",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.67,5.8
WMU47000031020000001500000009,Average hourly wage for computer and mathematical occupations,4700003,Nonmetro area,North Central Tennessee nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,9,31.66,5.7
WMU00209401020000001500000008,Average hourly wage for computer and mathematical occupations,20940,Metro area,"El Centro, CA",150000,Computer and Mathematical Occupations,0,All workers,8,31.65,6.4
WMU00486201020000001500000008,Average hourly wage for computer and mathematical occupations,48620,Metro area,"Wichita, KS",150000,Computer and Mathematical Occupations,0,All workers,8,31.65,4.3
WMU00765241020000001500000008,Average hourly wage for computer and mathematical occupations,76524,Metro area,"Peabody-Salem-Beverly, MA NECTA Division",150000,Computer and Mathematical Occupations,0,All workers,8,31.65,2.5
WMU32000011020000001500000008,Average hourly wage for computer and mathematical occupations,3200001,Nonmetro area,South Nevada nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.64,8.4
WMU00351001020000001500002700,Average hourly wage for computer and mathematical occupations,35100,Metro area,"New Bern, NC",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.62,4.2
WMU00461401020000001500000008,Average hourly wage for computer and mathematical occupations,46140,Metro area,"Tulsa, OK",150000,Computer and Mathematical Occupations,0,All workers,8,31.62,2.4
WMU55000031020000001500002700,Average hourly wage for computer and mathematical occupations,5500003,Nonmetro area,South Central Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.59,2.2
WMU00415001020000001500000008,Average hourly wage for computer and mathematical occupations,41500,Metro area,"Salinas, CA",150000,Computer and Mathematical Occupations,0,All workers,8,31.57,5.3
WMU00137401020000001500002500,Average hourly wage for computer and mathematical occupations,13740,Metro area,"Billings, MT",150000,Computer and Mathematical Occupations,25,Full-time,0,31.56,4.4
WMU00422001020000001500000008,Average hourly wage for computer and mathematical occupations,42200,Metro area,"Santa Maria-Santa Barbara, CA",150000,Computer and Mathematical Occupations,0,All workers,8,31.53,4.4
WMU00425401020000001500002400,Average hourly wage for computer and mathematical occupations,42540,Metro area,"Scranton--Wilkes-Barre--Hazleton, PA",150000,Computer and Mathematical Occupations,24,Nonunion,0,31.53,1.8
WMU00474601020000001500002300,Average hourly wage for computer and mathematical occupations,47460,Metro area,"Walla Walla, WA",150000,Computer and Mathematical Occupations,23,Union,0,31.53,9.4
WMU32000021020000001500000008,Average hourly wage for computer and mathematical occupations,3200002,Nonmetro area,North Nevada nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.52,3
WMU00473001020000001500000008,Average hourly wage for computer and mathematical occupations,47300,Metro area,"Visalia-Porterville, CA",150000,Computer and Mathematical Occupations,0,All workers,8,31.51,5.1
WMU00346201020000001500002700,Average hourly wage for computer and mathematical occupations,34620,Metro area,"Muncie, IN",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.5,1.3
WMU00140201020000001500002700,Average hourly wage for computer and mathematical occupations,14020,Metro area,"Bloomington, IN",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.49,3.4
WMU56000041020000001500002500,Average hourly wage for computer and mathematical occupations,5600004,Nonmetro area,Central-Southeast Wyoming nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,0,31.47,3.6
WMU41000021020000001500002300,Average hourly wage for computer and mathematical occupations,4100002,Nonmetro area,South Coast Oregon nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,31.46,5.8
WMU00240201020000001500002300,Average hourly wage for computer and mathematical occupations,24020,Metro area,"Glens Falls, NY",150000,Computer and Mathematical Occupations,23,Union,0,31.45,8.8
WMU00466601020000001500002700,Average hourly wage for computer and mathematical occupations,46660,Metro area,"Valdosta, GA",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.44,3.6
WMU00276201020000001500000010,Average hourly wage for computer and mathematical occupations,27620,Metro area,"Jefferson City, MO",150000,Computer and Mathematical Occupations,0,All workers,10,31.43,8.7
WMU00470201020000001500000008,Average hourly wage for computer and mathematical occupations,47020,Metro area,"Victoria, TX",150000,Computer and Mathematical Occupations,0,All workers,8,31.41,5.5
WMU36000021020000001500002400,Average hourly wage for computer and mathematical occupations,3600002,Nonmetro area,East Central New York nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,31.4,6.7
WMU00473001020000001500002300,Average hourly wage for computer and mathematical occupations,47300,Metro area,"Visalia-Porterville, CA",150000,Computer and Mathematical Occupations,23,Union,0,31.39,6.1
WMU26000041020000001500002400,Average hourly wage for computer and mathematical occupations,2600004,Nonmetro area,Balance of Lower Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,31.39,3
WMU33000011020000001500000009,Average hourly wage for computer and mathematical occupations,3300001,Nonmetro area,Northern New Hampshire nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,9,31.37,4.1
WMU51000011020000001500000008,Average hourly wage for computer and mathematical occupations,5100001,Nonmetro area,Southwest Virginia nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.37,4
WMU00145001020000001500002508,Average hourly wage for computer and mathematical occupations,14500,Metro area,"Boulder, CO",150000,Computer and Mathematical Occupations,25,Full-time,8,31.36,3.2
WMU00396601020000001500000008,Average hourly wage for computer and mathematical occupations,39660,Metro area,"Rapid City, SD",150000,Computer and Mathematical Occupations,0,All workers,8,31.36,6.9
WMU00121001020000001500002300,Average hourly wage for computer and mathematical occupations,12100,Metro area,"Atlantic City-Hammonton, NJ",150000,Computer and Mathematical Occupations,23,Union,0,31.35,7.9
WMU00742041020000001500000008,Average hourly wage for computer and mathematical occupations,74204,Metro area,"Lawrence-Methuen Town-Salem, MA-NH NECTA Division",150000,Computer and Mathematical Occupations,0,All workers,8,31.35,4.5
WMU00197401020000001500000008,Average hourly wage for computer and mathematical occupations,19740,Metro area,"Denver-Aurora-Lakewood, CO",150000,Computer and Mathematical Occupations,0,All workers,8,31.34,2.4
WMU18000031020000001511210009,Average hourly wage for computer systems analysts,1800003,Nonmetro area,Southern Indiana nonmetropolitan area,151121,Computer Systems Analysts,0,All workers,9,31.33,4.4
WMU26000041020000001500000008,Average hourly wage for computer and mathematical occupations,2600004,Nonmetro area,Balance of Lower Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.33,5.1
WMU55000021020000001500000008,Average hourly wage for computer and mathematical occupations,5500002,Nonmetro area,Northeastern Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.33,4.8
WMU00234201020000001500000008,Average hourly wage for computer and mathematical occupations,23420,Metro area,"Fresno, CA",150000,Computer and Mathematical Occupations,0,All workers,8,31.32,4.6
WMU00310201020000001500002300,Average hourly wage for computer and mathematical occupations,31020,Metro area,"Longview, WA",150000,Computer and Mathematical Occupations,23,Union,0,31.32,6.7
WMU00292001020000001500002400,Average hourly wage for computer and mathematical occupations,29200,Metro area,"Lafayette-West Lafayette, IN",150000,Computer and Mathematical Occupations,24,Nonunion,0,31.31,2.1
WMU00443001020000001500002300,Average hourly wage for computer and mathematical occupations,44300,Metro area,"State College, PA",150000,Computer and Mathematical Occupations,23,Union,0,31.28,5.1
WMU02000021020000001500002300,Average hourly wage for computer and mathematical occupations,200002,Nonmetro area,Balance of Alaska nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,31.26,7.8
WMU06000031020000001500002400,Average hourly wage for computer and mathematical occupations,600003,Nonmetro area,North Coast Region of California nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,31.26,2.7
WMU00337001020000001500000008,Average hourly wage for computer and mathematical occupations,33700,Metro area,"Modesto, CA",150000,Computer and Mathematical Occupations,0,All workers,8,31.25,3.4
WMU16000011020000001500002500,Average hourly wage for computer and mathematical occupations,1600001,Nonmetro area,Panhandle of Idaho nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,0,31.25,5.7
WMU00329001020000001500002300,Average hourly wage for computer and mathematical occupations,32900,Metro area,"Merced, CA",150000,Computer and Mathematical Occupations,23,Union,0,31.24,7.3
WMU00217801020000001500000008,Average hourly wage for computer and mathematical occupations,21780,Metro area,"Evansville, IN-KY",150000,Computer and Mathematical Occupations,0,All workers,8,31.22,5.1
WMU00159801020000001500002700,Average hourly wage for computer and mathematical occupations,15980,Metro area,"Cape Coral-Fort Myers, FL",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.21,2.8
WMU00291001020000001500002400,Average hourly wage for computer and mathematical occupations,29100,Metro area,"La Crosse-Onalaska, WI-MN",150000,Computer and Mathematical Occupations,24,Nonunion,0,31.21,4.9
WMU00409801020000001500002400,Average hourly wage for computer and mathematical occupations,40980,Metro area,"Saginaw, MI",150000,Computer and Mathematical Occupations,24,Nonunion,0,31.21,2.4
WMU26000041020000001500002700,Average hourly wage for computer and mathematical occupations,2600004,Nonmetro area,Balance of Lower Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.21,3
WMU39000041020000001500002400,Average hourly wage for computer and mathematical occupations,3900004,Nonmetro area,Southern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,31.2,1.7
WMU00404201020000001500002300,Average hourly wage for computer and mathematical occupations,40420,Metro area,"Rockford, IL",150000,Computer and Mathematical Occupations,23,Union,0,31.19,9.2
WMU00465401020000001500000008,Average hourly wage for computer and mathematical occupations,46540,Metro area,"Utica-Rome, NY",150000,Computer and Mathematical Occupations,0,All workers,8,31.19,6.9
WMU00481401020000001500002300,Average hourly wage for computer and mathematical occupations,48140,Metro area,"Wausau, WI",150000,Computer and Mathematical Occupations,23,Union,0,31.19,8.5
WMU39000041020000001500000008,Average hourly wage for computer and mathematical occupations,3900004,Nonmetro area,Southern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.19,5.7
WMU00447001020000001500000008,Average hourly wage for computer and mathematical occupations,44700,Metro area,"Stockton-Lodi, CA",150000,Computer and Mathematical Occupations,0,All workers,8,31.18,5
WMU06000031020000001500002300,Average hourly wage for computer and mathematical occupations,600003,Nonmetro area,North Coast Region of California nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,31.18,6.8
WMU26000031020000001500002300,Average hourly wage for computer and mathematical occupations,2600003,Nonmetro area,Northwest Lower Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,23,Union,0,31.17,13.5
WMU40000011020000001500000008,Average hourly wage for computer and mathematical occupations,4000001,Nonmetro area,Northeast Oklahoma nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.16,4.2
WMU00404201020000001500000008,Average hourly wage for computer and mathematical occupations,40420,Metro area,"Rockford, IL",150000,Computer and Mathematical Occupations,0,All workers,8,31.15,7.2
WMU00217801020000001500002300,Average hourly wage for computer and mathematical occupations,21780,Metro area,"Evansville, IN-KY",150000,Computer and Mathematical Occupations,23,Union,0,31.14,7.1
WMU00465201020000001500000008,Average hourly wage for computer and mathematical occupations,46520,Metro area,"Urban Honolulu, HI",150000,Computer and Mathematical Occupations,0,All workers,8,31.14,3.4
WMU00141001020000001500000008,Average hourly wage for computer and mathematical occupations,14100,Metro area,"Bloomsburg-Berwick, PA",150000,Computer and Mathematical Occupations,0,All workers,8,31.13,5.5
WMU00291001020000001500000008,Average hourly wage for computer and mathematical occupations,29100,Metro area,"La Crosse-Onalaska, WI-MN",150000,Computer and Mathematical Occupations,0,All workers,8,31.13,3.9
WMU17000011020000001500000008,Average hourly wage for computer and mathematical occupations,1700001,Nonmetro area,Northwest Illinois nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.13,5.7
WMU00417001020000001500000008,Average hourly wage for computer and mathematical occupations,41700,Metro area,"San Antonio-New Braunfels, TX",150000,Computer and Mathematical Occupations,0,All workers,8,31.12,2.1
WMU00437801020000001511210009,Average hourly wage for computer systems analysts,43780,Metro area,"South Bend-Mishawaka, IN-MI",151121,Computer Systems Analysts,0,All workers,9,31.12,3.7
WMU51000011020000001500002700,Average hourly wage for computer and mathematical occupations,5100001,Nonmetro area,Southwest Virginia nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.12,3.4
WMU30000041020000001500002500,Average hourly wage for computer and mathematical occupations,3000004,Nonmetro area,West Montana nonmetropolitan area,150000,Computer and Mathematical Occupations,25,Full-time,0,31.1,8.1
WMU00397401020000001500002300,Average hourly wage for computer and mathematical occupations,39740,Metro area,"Reading, PA",150000,Computer and Mathematical Occupations,23,Union,0,31.08,7.4
WMU00301401020000001500002400,Average hourly wage for computer and mathematical occupations,30140,Metro area,"Lebanon, PA",150000,Computer and Mathematical Occupations,24,Nonunion,0,31.07,2.2
WMU00391401020000001500002500,Average hourly wage for computer and mathematical occupations,39140,Metro area,"Prescott, AZ",150000,Computer and Mathematical Occupations,25,Full-time,0,31.05,3.8
WMU00409801020000001500000008,Average hourly wage for computer and mathematical occupations,40980,Metro area,"Saginaw, MI",150000,Computer and Mathematical Occupations,0,All workers,8,31.05,4
WMU39000031020000001500000008,Average hourly wage for computer and mathematical occupations,3900003,Nonmetro area,Eastern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.05,7.1
WMU42000031020000001500002400,Average hourly wage for computer and mathematical occupations,4200003,Nonmetro area,Southern Pennsylvania nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,31.04,2.3
WMU55000021020000001500002400,Average hourly wage for computer and mathematical occupations,5500002,Nonmetro area,Northeastern Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,31.04,1.6
WMU00310201020000001500000008,Average hourly wage for computer and mathematical occupations,31020,Metro area,"Longview, WA",150000,Computer and Mathematical Occupations,0,All workers,8,31.03,6.5
WMU00409801020000001500002700,Average hourly wage for computer and mathematical occupations,40980,Metro area,"Saginaw, MI",150000,Computer and Mathematical Occupations,27,Time-based pay,0,31.03,2.3
WMU41000031020000001500000008,Average hourly wage for computer and mathematical occupations,4100003,Nonmetro area,Central Oregon nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31.03,8.2
WMU00145001020000001500000008,Average hourly wage for computer and mathematical occupations,14500,Metro area,"Boulder, CO",150000,Computer and Mathematical Occupations,0,All workers,8,31.02,3.3
WMU00280201020000001500002300,Average hourly wage for computer and mathematical occupations,28020,Metro area,"Kalamazoo-Portage, MI",150000,Computer and Mathematical Occupations,23,Union,0,31.02,9.2
WMU31000041020000001500000008,Average hourly wage for computer and mathematical occupations,3100004,Nonmetro area,Southeast Nebraska nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,31,5.9
WMU39000041020000001500002700,Average hourly wage for computer and mathematical occupations,3900004,Nonmetro area,Southern Ohio nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,31,1.9
WMU54000021020000001500002700,Average hourly wage for computer and mathematical occupations,5400002,Nonmetro area,Northern West Virginia nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,31,3.9
WMU00308601020000001500002500,Average hourly wage for computer and mathematical occupations,30860,Metro area,"Logan, UT-ID",150000,Computer and Mathematical Occupations,25,Full-time,0,30.99,4.5
WMU00161801020000001500002508,Average hourly wage for computer and mathematical occupations,16180,Metro area,"Carson City, NV",150000,Computer and Mathematical Occupations,25,Full-time,8,30.98,8.3
WMU00317401020000001500000008,Average hourly wage for computer and mathematical occupations,31740,Metro area,"Manhattan, KS",150000,Computer and Mathematical Occupations,0,All workers,8,30.98,6.4
WMU00410601020000001500000008,Average hourly wage for computer and mathematical occupations,41060,Metro area,"St. Cloud, MN",150000,Computer and Mathematical Occupations,0,All workers,8,30.96,4.5
WMU00162201020000001500002500,Average hourly wage for computer and mathematical occupations,16220,Metro area,"Casper, WY",150000,Computer and Mathematical Occupations,25,Full-time,0,30.93,4.1
WMU00207401020000001511210009,Average hourly wage for computer systems analysts,20740,Metro area,"Eau Claire, WI",151121,Computer Systems Analysts,0,All workers,9,30.93,3.2
WMU00286601020000001500000008,Average hourly wage for computer and mathematical occupations,28660,Metro area,"Killeen-Temple, TX",150000,Computer and Mathematical Occupations,0,All workers,8,30.92,4.1
WMU00479401020000001500000008,Average hourly wage for computer and mathematical occupations,47940,Metro area,"Waterloo-Cedar Falls, IA",150000,Computer and Mathematical Occupations,0,All workers,8,30.92,3.2
WMU00275001020000001500000008,Average hourly wage for computer and mathematical occupations,27500,Metro area,"Janesville-Beloit, WI",150000,Computer and Mathematical Occupations,0,All workers,8,30.91,6.1
WMU00454601020000001500002400,Average hourly wage for computer and mathematical occupations,45460,Metro area,"Terre Haute, IN",150000,Computer and Mathematical Occupations,24,Nonunion,0,30.89,3.5
WMU00356601020000001500000008,Average hourly wage for computer and mathematical occupations,35660,Metro area,"Niles-Benton Harbor, MI",150000,Computer and Mathematical Occupations,0,All workers,8,30.88,7.1
WMU00496601020000001500000008,Average hourly wage for computer and mathematical occupations,49660,Metro area,"Youngstown-Warren-Boardman, OH-PA",150000,Computer and Mathematical Occupations,0,All workers,8,30.88,5.9
WMU26000021020000001500000008,Average hourly wage for computer and mathematical occupations,2600002,Nonmetro area,Northeast Lower Peninsula of Michigan nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,30.87,13.1
WMU18000031020000001500002400,Average hourly wage for computer and mathematical occupations,1800003,Nonmetro area,Southern Indiana nonmetropolitan area,150000,Computer and Mathematical Occupations,24,Nonunion,0,30.86,1.4
WMU00178601020000001500000008,Average hourly wage for computer and mathematical occupations,17860,Metro area,"Columbia, MO",150000,Computer and Mathematical Occupations,0,All workers,8,30.85,4.5
WMU55000021020000001500002700,Average hourly wage for computer and mathematical occupations,5500002,Nonmetro area,Northeastern Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,30.84,1.6
WMU00275001020000001500002400,Average hourly wage for computer and mathematical occupations,27500,Metro area,"Janesville-Beloit, WI",150000,Computer and Mathematical Occupations,24,Nonunion,0,30.83,2.9
WMU55000031020000001500000008,Average hourly wage for computer and mathematical occupations,5500003,Nonmetro area,South Central Wisconsin nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,30.83,5.8
WMU37000031020000001500002700,Average hourly wage for computer and mathematical occupations,3700003,Nonmetro area,Piedmont North Carolina nonmetropolitan area,150000,Computer and Mathematical Occupations,27,Time-based pay,0,30.82,2.8
WMU00170201020000001500000008,Average hourly wage for computer and mathematical occupations,17020,Metro area,"Chico, CA",150000,Computer and Mathematical Occupations,0,All workers,8,30.81,6.8
WMU00244201020000001500000008,Average hourly wage for computer and mathematical occupations,24420,Metro area,"Grants Pass, OR",150000,Computer and Mathematical Occupations,0,All workers,8,30.81,6.1
WMU00420201020000001500002300,Average hourly wage for computer and mathematical occupations,42020,Metro area,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",150000,Computer and Mathematical Occupations,23,Union,0,30.8,7.9
WMU48000011020000001500000008,Average hourly wage for computer and mathematical occupations,4800001,Nonmetro area,West Texas Region of Texas nonmetropolitan area,150000,Computer and Mathematical Occupations,0,All workers,8,30.8,4
WMU00376201020000001500000008,Average hourly wage for computer and mathematical occupations,37620,Metro area,"Parkersburg-Vienna, WV",150000,Computer and Mathematical Occupations,0,All workers,8,30.79,4.1
